100.16,1739.825,1.07,1,11,1.43,"-1000.00, -1000.00, -1000.00"
99.89,1735.167,1.25,1,3,1.4,"-1000.00, -1000.00, -1000.00"
195.6,7.197,0.68,1,0.5,1.6,"3.70, 7.00, 0.10"
100.02,1737.37,0.55,1,6.84,1.37,"-1000.00, -1000.00, -1000.00"
100.06,1738.07,0.39,1,9.3,0.1,"-1000.00, -1000.00, -1000.00"
100.16,1739.75,0.63,1,11,1.3,"-1000.00, -1000.00, -1000.00"
