"Record Length",1000000,"Points",-5.02980000e-005,-4.00001436e-003
"Sample Interval",1.00000000e-010,s,-5.02979000e-005,-4.70313938e-003
"Trigger Point",502980,"Samples",-5.02978000e-005,-4.00001436e-003
"Trigger Time",1.99999992e-013,s,-5.02977000e-005,-2.15626434e-003
"",,,-5.02976000e-005,-1.43051148e-008
"Horizontal Offset",-5.02980000e-005,s,-5.02975000e-005,2.24998573e-003
,,,-5.02974000e-005,3.99998575e-003
,,,-5.02973000e-005,4.64061076e-003
,,,-5.02972000e-005,3.99998575e-003
,,,-5.02971000e-005,3.20311074e-003
