input filename,count,PD number,start idx,end idx,Grouping_Envelope_Analysis,Energy_A5,Energy_D5,Energy_D4,Energy_D3,Energy_D2,Energy_D1,PC1,PC2,PC3,Simple PCA Feature Cluster ID
Ch4.csv,13,4.0,848187,854487,13,0.9991883635185782,0.0001086937562226,5.827256181626271e-05,9.356657026683732e-05,0.0001825599272804,0.0003685436658355,0.0023214989010783,-0.0003339813939592,7.444203632217539e-06,13
Ch4.csv,14,3.0,942372,948672,31,0.996812191882224,0.0001344994802529,0.0001940483970982,0.0004137436669076,0.0008360011841897,0.0016095153893273,-0.000439774701917,-0.0006644846629306,-7.78019772385008e-06,27
Ch4.csv,15,2.0,979656,985956,14,0.9989294167435676,0.0005546497678625,8.43776052220706e-05,7.470946671694252e-05,0.0001226204288027,0.0002342259878282,0.0021110387233922,0.0001599131824883,-4.890738927315619e-06,10
Ch4.csv,16,2.0,1084402,1090702,15,0.9981949385436116,0.0009640698085982,0.0001397108331231,0.0001104765450187,0.0001939750042124,0.0003968292654356,0.001333858883045,0.0005318724098799,-2.76236547327724e-05,14
Ch4.csv,17,6.0,1201116,1207416,16,0.9969167032381662,0.0001594948823871,0.0001984671580162,0.0003700969346277,0.0007720271134616,0.0015832106733409,-0.0003230162875104,-0.0006287620438163,-1.9829920329061945e-05,23
Ch4.csv,18,3.0,1230622,1236922,0,0.9860221785017446,0.0052551809469009,0.0014467999804107,0.0011577796281912,0.0020265981908936,0.0040914627518589,-0.0118751466150922,0.0039713273927994,0.0002752678997911,0
Ch4.csv,19,2.0,1278002,1284302,17,0.997728639552077,0.0016495702569175,0.0002185908074982,7.727630395318067e-05,0.0001112951386223,0.0002146279409316,0.000936707000518,0.0012912935497819,-1.502979226794543e-05,26
Ch4.csv,20,2.0,1406327,1412627,18,0.996508554648394,0.002427505739412,0.0003803265867859,0.0001311468665965,0.0001932221288534,0.000359244029958,-0.0003113114376427,0.0020599930689433,2.8940006280397945e-05,18
Ch4.csv,21,4.0,1417046,1423346,19,0.9987262372288596,0.0003780890487271,0.0001100927171954,0.0001126812796486,0.0002142325313172,0.0004586671942519,0.0018380290147349,-8.032482263911622e-05,9.216443863702128e-06,12
Ch4.csv,22,4.0,1474847,1481147,20,0.9983383817168456,0.0002996067008646,0.0001166821833445,0.000187590188008,0.0003423951351544,0.0007153440757826,0.0013690785152695,-0.0002361442843721,-1.337262864109512e-06,6
Ch4.csv,23,4.0,1499885,1506185,21,0.9985839283382044,0.0002236810627785,0.0001148415000407,0.0001514278440877,0.0002978269714283,0.0006282942834602,0.0016408852098795,-0.0002864498761945,1.2654211405949134e-05,1
Ch4.csv,24,4.0,1537136,1543436,22,0.99914937555125,7.19367339699116e-05,5.062733899574096e-05,0.0001049918086865,0.0002140695297729,0.0004089990373247,0.0022680263980117,-0.0003856279341461,1.1352198874270414e-06,22
Ch4.csv,25,1.0,1660858,1667158,23,0.9920971405917548,0.000284259845981,0.0005027258787814,0.0010422411171152,0.0020222592795415,0.0040513732868257,-0.0059010068524403,-0.0011998276214972,-1.7411630847258275e-05,0
