time (s), MPD 600 1.1 (V)
8.875e-06, -6.94303e-05
8.89062e-06, -7.26321e-05
8.90625e-06, -7.1284e-05
8.92187e-06, -6.52173e-05
8.9375e-06, -5.52746e-05
8.95312e-06, -4.26356e-05
8.96875e-06, -2.9154e-05
8.98437e-06, -1.58409e-05
9e-06, -3.70744e-06
9.01562e-06, 6.57228e-06
9.03125e-06, 1.51668e-05
9.04687e-06, 2.17391e-05
9.0625e-06, 2.62891e-05
9.07812e-06, 2.79743e-05
9.09375e-06, 2.66262e-05
9.10937e-06, 2.1402e-05
9.125e-06, 1.21334e-05
9.14062e-06, -3.3704e-07
9.15625e-06, -1.46612e-05
9.17187e-06, -2.88169e-05
9.1875e-06, -4.09504e-05
9.20312e-06, -4.92079e-05
9.21875e-06, -5.35894e-05
9.23437e-06, -5.40949e-05
9.25e-06, -5.15671e-05
9.26562e-06, -4.71856e-05
9.28125e-06, -4.1793e-05
9.29687e-06, -3.58948e-05
9.3125e-06, -2.98281e-05
9.32812e-06, -2.34243e-05
9.34375e-06, -1.70205e-05
9.35937e-06, -1.07853e-05
9.375e-06, -4.71856e-06
9.39062e-06, 5.0556e-07
9.40625e-06, 4.88708e-06
9.42187e-06, 8.25748e-06
9.4375e-06, 1.06168e-05
9.45312e-06, 1.19649e-05
9.46875e-06, 1.2639e-05
9.48437e-06, 1.28075e-05
9.5e-06, 1.28075e-05
9.51562e-06, 1.28075e-05
9.53125e-06, 1.2639e-05
9.54687e-06, 1.21334e-05
9.5625e-06, 1.12908e-05
9.57812e-06, 9.43712e-06
9.59375e-06, 6.57228e-06
9.60937e-06, 3.03336e-06
9.625e-06, -1.01112e-06
9.64062e-06, -4.55004e-06
9.65625e-06, -7.41488e-06
9.67187e-06, -8.93156e-06
9.6875e-06, -9.10008e-06
9.70312e-06, -8.08896e-06
9.71875e-06, -6.40376e-06
9.73437e-06, -4.71856e-06
9.75e-06, -3.20188e-06
9.76562e-06, -2.5278e-06
9.78125e-06, -2.86484e-06
9.79687e-06, -3.87596e-06
9.8125e-06, -5.39264e-06
9.82812e-06, -7.07784e-06
9.84375e-06, -8.59452e-06
9.85937e-06, -9.43712e-06
9.875e-06, -1.01112e-05
9.89062e-06, -1.04482e-05
9.90625e-06, -1.07853e-05
9.92187e-06, -1.11223e-05
9.9375e-06, -1.12908e-05
9.95312e-06, -1.11223e-05
9.96875e-06, -1.01112e-05
9.98437e-06, -7.92044e-06
1e-05, -4.55004e-06
1.00156e-05, -3.3704e-07
1.00312e-05, 4.38152e-06
1.00469e-05, 8.59452e-06
1.00625e-05, 1.21334e-05
1.00781e-05, 1.39872e-05
1.00937e-05, 1.43242e-05
1.01094e-05, 1.2639e-05
1.0125e-05, 9.43712e-06
1.01406e-05, 4.88708e-06
1.01562e-05, -6.7408e-07
1.01719e-05, -6.40376e-06
1.01875e-05, -1.21334e-05
1.02031e-05, -1.75261e-05
1.02187e-05, -2.25817e-05
1.02344e-05, -2.71317e-05
1.025e-05, -3.11762e-05
1.02656e-05, -3.45466e-05
1.02812e-05, -3.67374e-05
1.02969e-05, -3.74115e-05
1.03125e-05, -3.65689e-05
1.03281e-05, -3.43781e-05
1.03437e-05, -3.11762e-05
1.03594e-05, -2.79743e-05
1.0375e-05, -2.54465e-05
1.03906e-05, -2.44354e-05
1.04062e-05, -2.5278e-05
1.04219e-05, -2.78058e-05
1.04375e-05, -3.13447e-05
1.04531e-05, -3.47151e-05
1.04687e-05, -3.72429e-05
1.04844e-05, -3.80855e-05
1.05e-05, -3.67374e-05
1.05156e-05, -3.30299e-05
1.05312e-05, -2.71317e-05
1.05469e-05, -1.95483e-05
1.05625e-05, -1.09538e-05
1.05781e-05, -2.19076e-06
1.05937e-05, 5.8982e-06
1.06094e-05, 1.2639e-05
1.0625e-05, 1.75261e-05
1.06406e-05, 2.03909e-05
1.06562e-05, 2.12335e-05
1.06719e-05, 2.03909e-05
1.06875e-05, 1.75261e-05
1.07031e-05, 1.21334e-05
1.07187e-05, 4.38152e-06
1.07344e-05, -6.06672e-06
1.075e-05, -1.80316e-05
1.07656e-05, -2.98281e-05
1.07812e-05, -3.94337e-05
1.07969e-05, -4.44893e-05
1.08125e-05, -4.36467e-05
1.08281e-05, -3.69059e-05
1.08437e-05, -2.51095e-05
1.08594e-05, -9.94268e-06
1.0875e-05, 6.40376e-06
1.08906e-05, 2.17391e-05
1.09062e-05, 3.50522e-05
1.09219e-05, 4.53319e-05
1.09375e-05, 5.27468e-05
1.09531e-05, 5.78024e-05
1.09687e-05, 6.13413e-05
1.09844e-05, 6.37006e-05
1.1e-05, 6.48802e-05
1.10156e-05, 6.45432e-05
1.10312e-05, 6.25209e-05
1.10469e-05, 5.84765e-05
1.10625e-05, 5.25783e-05
1.10781e-05, 4.53319e-05
1.10937e-05, 3.77485e-05
1.11094e-05, 3.10077e-05
1.1125e-05, 2.61206e-05
1.11406e-05, 2.35928e-05
1.11562e-05, 2.37613e-05
1.11719e-05, 2.61206e-05
1.11875e-05, 2.9491e-05
1.12031e-05, 3.30299e-05
1.12187e-05, 3.57263e-05
1.12344e-05, 3.70744e-05
1.125e-05, 3.74115e-05
1.12656e-05, 3.74115e-05
1.12812e-05, 3.77485e-05
1.12969e-05, 3.92652e-05
1.13125e-05, 4.213e-05
1.13281e-05, 4.6006e-05
1.13437e-05, 5.03875e-05
1.13594e-05, 5.46005e-05
1.1375e-05, 5.79709e-05
1.13906e-05, 6.01617e-05
1.14062e-05, 6.11728e-05
1.14219e-05, 6.08357e-05
1.14375e-05, 5.96561e-05
1.14531e-05, 5.79709e-05
1.14687e-05, 5.62857e-05
1.14844e-05, 5.52746e-05
1.15e-05, 5.51061e-05
1.15156e-05, 5.54431e-05
1.15312e-05, 5.59487e-05
1.15469e-05, 5.57801e-05
1.15625e-05, 5.40949e-05
1.15781e-05, 5.03875e-05
1.15937e-05, 4.46578e-05
1.16094e-05, 3.74115e-05
1.1625e-05, 2.89855e-05
1.16406e-05, 2.03909e-05
1.16562e-05, 1.19649e-05
1.16719e-05, 4.213e-06
1.16875e-05, -2.5278e-06
1.17031e-05, -7.92044e-06
1.17187e-05, -1.19649e-05
1.17344e-05, -1.41557e-05
1.175e-05, -1.44927e-05
1.17656e-05, -1.2639e-05
1.17812e-05, -8.93156e-06
1.17969e-05, -3.53892e-06
1.18125e-05, 3.20188e-06
1.18281e-05, 1.04482e-05
1.18437e-05, 1.76946e-05
1.18594e-05, 2.44354e-05
1.1875e-05, 2.99966e-05
1.18906e-05, 3.38725e-05
1.19062e-05, 3.58948e-05
1.19219e-05, 3.52207e-05
1.19375e-05, 3.21873e-05
1.19531e-05, 2.64577e-05
1.19687e-05, 1.88742e-05
1.19844e-05, 9.77416e-06
1.2e-05, 1.6852e-07
1.20156e-05, -9.2686e-06
1.20312e-05, -1.80316e-05
1.20469e-05, -2.5278e-05
1.20625e-05, -3.11762e-05
1.20781e-05, -3.53892e-05
1.20937e-05, -3.80855e-05
1.21094e-05, -3.92652e-05
1.2125e-05, -3.92652e-05
1.21406e-05, -3.82541e-05
1.21562e-05, -3.65689e-05
1.21719e-05, -3.43781e-05
1.21875e-05, -3.21873e-05
1.22031e-05, -3.05021e-05
1.22187e-05, -2.93225e-05
1.22344e-05, -2.89855e-05
1.225e-05, -2.93225e-05
1.22656e-05, -3.01651e-05
1.22812e-05, -3.13447e-05
1.22969e-05, -3.26929e-05
1.23125e-05, -3.38725e-05
1.23281e-05, -3.48837e-05
1.23437e-05, -3.57263e-05
1.23594e-05, -3.64003e-05
1.2375e-05, -3.70744e-05
1.23906e-05, -3.7917e-05
1.24062e-05, -3.89281e-05
1.24219e-05, -4.02763e-05
1.24375e-05, -4.1793e-05
1.24531e-05, -4.31411e-05
1.24687e-05, -4.36467e-05
1.24844e-05, -4.31411e-05
1.25e-05, -4.12874e-05
1.25156e-05, -3.7917e-05
1.25312e-05, -3.40411e-05
1.25469e-05, -3.01651e-05
1.25625e-05, -2.71317e-05
1.25781e-05, -2.57836e-05
1.25937e-05, -2.56151e-05
1.26094e-05, -2.64577e-05
1.2625e-05, -2.69632e-05
1.26406e-05, -2.62891e-05
1.26562e-05, -2.40984e-05
1.26719e-05, -2.03909e-05
1.26875e-05, -1.70205e-05
1.27031e-05, -1.56724e-05
1.27187e-05, -1.85372e-05
1.27344e-05, -2.64577e-05
1.275e-05, -3.85911e-05
1.27656e-05, -5.19042e-05
1.27812e-05, -6.25209e-05
1.27969e-05, -6.63969e-05
1.28125e-05, -6.18469e-05
1.28281e-05, -4.92079e-05
1.28437e-05, -3.20188e-05
1.28594e-05, -1.46612e-05
1.2875e-05, -1.01112e-06
1.28906e-05, 7.24636e-06
1.29062e-05, 1.02797e-05
1.29219e-05, 1.04482e-05
1.29375e-05, 1.01112e-05
1.29531e-05, 1.09538e-05
1.29687e-05, 1.2976e-05
1.29844e-05, 1.49983e-05
1.3e-05, 1.56724e-05
1.30156e-05, 1.38186e-05
1.30312e-05, 9.43712e-06
1.30469e-05, 3.20188e-06
1.30625e-05, -3.87596e-06
1.30781e-05, -1.04482e-05
1.30937e-05, -1.53353e-05
1.31094e-05, -1.78631e-05
1.3125e-05, -1.73576e-05
1.31406e-05, -1.39872e-05
1.31562e-05, -8.08896e-06
1.31719e-05, -5.0556e-07
1.31875e-05, 7.07784e-06
1.32031e-05, 1.28075e-05
1.32187e-05, 1.49983e-05
1.32344e-05, 1.2639e-05
1.325e-05, 5.39264e-06
1.32656e-05, -5.72968e-06
1.32812e-05, -1.85372e-05
1.32969e-05, -3.08392e-05
1.33125e-05, -4.01078e-05
1.33281e-05, -4.46578e-05
1.33437e-05, -4.43208e-05
1.33594e-05, -3.94337e-05
1.3375e-05, -3.15133e-05
1.33906e-05, -2.19076e-05
1.34062e-05, -1.17964e-05
1.34219e-05, -1.34816e-06
1.34375e-05, 9.60564e-06
1.34531e-05, 2.12335e-05
1.34687e-05, 3.3704e-05
1.34844e-05, 4.6006e-05
1.35e-05, 5.62857e-05
1.35156e-05, 6.30265e-05
1.35312e-05, 6.43747e-05
1.35469e-05, 5.96561e-05
1.35625e-05, 4.90393e-05
1.35781e-05, 3.3704e-05
1.35937e-05, 1.58409e-05
1.36094e-05, -2.5278e-06
1.3625e-05, -1.93798e-05
1.36406e-05, -3.30299e-05
1.36562e-05, -4.29726e-05
1.36719e-05, -4.87023e-05
1.36875e-05, -5.08931e-05
1.37031e-05, -5.0219e-05
1.37187e-05, -4.73541e-05
1.37344e-05, -4.24671e-05
1.375e-05, -3.62318e-05
1.37656e-05, -2.86484e-05
1.37812e-05, -1.97168e-05
1.37969e-05, -1.02797e-05
1.38125e-05, -1.17964e-06
1.38281e-05, 6.7408e-06
1.38437e-05, 1.28075e-05
1.38594e-05, 1.6852e-05
1.3875e-05, 1.98854e-05
1.38906e-05, 2.27502e-05
1.39062e-05, 2.66262e-05
1.39219e-05, 3.23559e-05
1.39375e-05, 3.97707e-05
1.39531e-05, 4.78597e-05
1.39687e-05, 5.52746e-05
1.39844e-05, 6.04987e-05
1.4e-05, 6.23524e-05
1.40156e-05, 6.03302e-05
1.40312e-05, 5.4432e-05
1.40469e-05, 4.49949e-05
1.40625e-05, 3.28614e-05
1.40781e-05, 1.88742e-05
1.40937e-05, 4.04448e-06
1.41094e-05, -1.04482e-05
1.4125e-05, -2.34243e-05
1.41406e-05, -3.3704e-05
1.41562e-05, -4.02763e-05
1.41719e-05, -4.213e-05
1.41875e-05, -3.90967e-05
1.42031e-05, -3.11762e-05
1.42187e-05, -1.90428e-05
1.42344e-05, -3.53892e-06
1.425e-05, 1.36501e-05
1.42656e-05, 3.11762e-05
1.42812e-05, 4.78597e-05
1.42969e-05, 6.23524e-05
1.43125e-05, 7.39803e-05
1.43281e-05, 8.24063e-05
1.43437e-05, 8.76304e-05
1.43594e-05, 8.96527e-05
1.4375e-05, 8.91471e-05
1.43906e-05, 8.57767e-05
1.44062e-05, 8.0047e-05
1.44219e-05, 7.19581e-05
1.44375e-05, 6.21839e-05
1.44531e-05, 5.13986e-05
1.44687e-05, 4.02763e-05
1.44844e-05, 2.96595e-05
1.45e-05, 1.98854e-05
1.45156e-05, 1.11223e-05
1.45312e-05, 3.3704e-06
1.45469e-05, -3.87596e-06
1.45625e-05, -1.07853e-05
1.45781e-05, -1.75261e-05
1.45937e-05, -2.40984e-05
1.46094e-05, -3.01651e-05
1.4625e-05, -3.52207e-05
1.46406e-05, -3.89281e-05
1.46562e-05, -4.06133e-05
1.46719e-05, -3.97707e-05
1.46875e-05, -3.62318e-05
1.47031e-05, -3.03336e-05
1.47187e-05, -2.25817e-05
1.47344e-05, -1.34816e-05
1.475e-05, -3.87596e-06
1.47656e-05, 6.06672e-06
1.47812e-05, 1.63464e-05
1.47969e-05, 2.67947e-05
1.48125e-05, 3.77485e-05
1.48281e-05, 4.92079e-05
1.48437e-05, 6.03302e-05
1.48594e-05, 7.01043e-05
1.4875e-05, 7.70137e-05
1.48906e-05, 7.98785e-05
1.49062e-05, 7.78563e-05
1.49219e-05, 7.04414e-05
1.49375e-05, 5.84765e-05
1.49531e-05, 4.28041e-05
1.49687e-05, 2.47724e-05
1.49844e-05, 5.56116e-06
1.5e-05, -1.36501e-05
1.50156e-05, -3.21873e-05
1.50312e-05, -4.93764e-05
1.50469e-05, -6.40376e-05
1.50625e-05, -7.5497e-05
1.50781e-05, -8.24063e-05
1.50937e-05, -8.3923e-05
1.51094e-05, -7.95415e-05
1.5125e-05, -6.89247e-05
1.51406e-05, -5.32523e-05
1.51562e-05, -3.38725e-05
1.51719e-05, -1.2976e-05
1.51875e-05, 6.90932e-06
1.52031e-05, 2.37613e-05
1.52187e-05, 3.60633e-05
1.52344e-05, 4.33097e-05
1.525e-05, 4.58375e-05
1.52656e-05, 4.41523e-05
1.52812e-05, 3.96022e-05
1.52969e-05, 3.30299e-05
1.53125e-05, 2.5278e-05
1.53281e-05, 1.6852e-05
1.53437e-05, 8.426e-06
1.53594e-05, 3.3704e-07
1.5375e-05, -6.7408e-06
1.53906e-05, -1.2302e-05
1.54062e-05, -1.58409e-05
1.54219e-05, -1.7189e-05
1.54375e-05, -1.6852e-05
1.54531e-05, -1.48298e-05
1.54687e-05, -1.2302e-05
1.54844e-05, -9.43712e-06
1.55e-05, -7.07784e-06
1.55156e-05, -5.56116e-06
1.55312e-05, -4.88708e-06
1.55469e-05, -5.0556e-06
1.55625e-05, -5.72968e-06
1.55781e-05, -6.40376e-06
1.55937e-05, -6.23524e-06
1.56094e-05, -4.88708e-06
1.5625e-05, -2.02224e-06
1.56406e-05, 2.69632e-06
1.56562e-05, 9.10008e-06
1.56719e-05, 1.66835e-05
1.56875e-05, 2.4941e-05
1.57031e-05, 3.30299e-05
1.57187e-05, 4.04448e-05
1.57344e-05, 4.6343e-05
1.575e-05, 5.0219e-05
1.57656e-05, 5.19042e-05
1.57812e-05, 5.15671e-05
1.57969e-05, 5.00505e-05
1.58125e-05, 4.80282e-05
1.58281e-05, 4.6006e-05
1.58437e-05, 4.39837e-05
1.58594e-05, 4.1793e-05
1.5875e-05, 3.84226e-05
1.58906e-05, 3.31985e-05
1.59062e-05, 2.56151e-05
1.59219e-05, 1.53353e-05
1.59375e-05, 3.03336e-06
1.59531e-05, -1.07853e-05
1.59687e-05, -2.54465e-05
1.59844e-05, -4.02763e-05
1.6e-05, -5.4432e-05
1.60156e-05, -6.72395e-05
1.60312e-05, -7.78563e-05
