time (s), MPD 600 1.1 (V)
-3.92187e-06, 5.39264e-06
-3.90625e-06, -1.6852e-07
-3.89062e-06, -4.88708e-06
-3.875e-06, -8.08896e-06
-3.85937e-06, -9.60564e-06
-3.84375e-06, -9.60564e-06
-3.82812e-06, -8.426e-06
-3.8125e-06, -6.90932e-06
-3.79687e-06, -5.22412e-06
-3.78125e-06, -3.70744e-06
-3.76562e-06, -2.19076e-06
-3.75e-06, -3.3704e-07
-3.73437e-06, 1.85372e-06
-3.71875e-06, 4.213e-06
-3.70312e-06, 6.40376e-06
-3.6875e-06, 8.08896e-06
-3.67187e-06, 8.59452e-06
-3.65625e-06, 8.08896e-06
-3.64062e-06, 6.7408e-06
-3.625e-06, 5.39264e-06
-3.60937e-06, 4.88708e-06
-3.59375e-06, 6.06672e-06
-3.57812e-06, 9.10008e-06
-3.5625e-06, 1.36501e-05
-3.54687e-06, 1.93798e-05
-3.53125e-06, 2.47724e-05
-3.51562e-06, 2.9154e-05
-3.5e-06, 3.20188e-05
-3.48437e-06, 3.26929e-05
-3.46875e-06, 3.13447e-05
-3.45312e-06, 2.83114e-05
-3.4375e-06, 2.35928e-05
-3.42187e-06, 1.76946e-05
-3.40625e-06, 1.11223e-05
-3.39062e-06, 4.04448e-06
-3.375e-06, -2.86484e-06
-3.35937e-06, -9.43712e-06
-3.34375e-06, -1.51668e-05
-3.32812e-06, -2.00539e-05
-3.3125e-06, -2.39298e-05
-3.29687e-06, -2.61206e-05
-3.28125e-06, -2.66262e-05
-3.26562e-06, -2.54465e-05
-3.25e-06, -2.24132e-05
-3.23437e-06, -1.83687e-05
-3.21875e-06, -1.39872e-05
-3.20312e-06, -9.94268e-06
-3.1875e-06, -6.57228e-06
-3.17187e-06, -3.87596e-06
-3.15625e-06, -1.51668e-06
-3.14062e-06, 8.426e-07
-3.125e-06, 3.3704e-06
-3.10937e-06, 6.23524e-06
-3.09375e-06, 9.10008e-06
-3.07812e-06, 1.19649e-05
-3.0625e-06, 1.51668e-05
-3.04687e-06, 1.87057e-05
-3.03125e-06, 2.29187e-05
-3.01562e-06, 2.73003e-05
-3e-06, 3.15133e-05
-2.98437e-06, 3.45466e-05
-2.96875e-06, 3.55577e-05
-2.95312e-06, 3.3704e-05
-2.9375e-06, 2.86484e-05
-2.92187e-06, 2.0728e-05
-2.90625e-06, 1.09538e-05
-2.89062e-06, 6.7408e-07
-2.875e-06, -8.93156e-06
-2.85937e-06, -1.6852e-05
-2.84375e-06, -2.20761e-05
-2.82812e-06, -2.4941e-05
-2.8125e-06, -2.56151e-05
-2.79687e-06, -2.4941e-05
-2.78125e-06, -2.30872e-05
-2.76562e-06, -2.03909e-05
-2.75e-06, -1.66835e-05
-2.73437e-06, -1.16279e-05
-2.71875e-06, -4.88708e-06
-2.70312e-06, 3.03336e-06
-2.6875e-06, 1.11223e-05
-2.67187e-06, 1.83687e-05
-2.65625e-06, 2.32558e-05
-2.64062e-06, 2.47724e-05
-2.625e-06, 2.30872e-05
-2.60937e-06, 1.82002e-05
-2.59375e-06, 1.14594e-05
-2.57812e-06, 3.87596e-06
-2.5625e-06, -3.20188e-06
-2.54687e-06, -9.2686e-06
-2.53125e-06, -1.39872e-05
-2.51562e-06, -1.73576e-05
-2.5e-06, -1.98854e-05
-2.48437e-06, -2.19076e-05
-2.46875e-06, -2.34243e-05
-2.45312e-06, -2.42669e-05
-2.4375e-06, -2.42669e-05
-2.42187e-06, -2.34243e-05
-2.40625e-06, -2.15706e-05
-2.39062e-06, -1.92113e-05
-2.375e-06, -1.66835e-05
-2.35937e-06, -1.49983e-05
-2.34375e-06, -1.43242e-05
-2.32812e-06, -1.51668e-05
-2.3125e-06, -1.73576e-05
-2.29687e-06, -2.05594e-05
-2.28125e-06, -2.44354e-05
-2.26562e-06, -2.83114e-05
-2.25e-06, -3.15133e-05
-2.23437e-06, -3.3704e-05
-2.21875e-06, -3.45466e-05
-2.20312e-06, -3.38725e-05
-2.1875e-06, -3.18503e-05
-2.17187e-06, -2.86484e-05
-2.15625e-06, -2.47724e-05
-2.14062e-06, -2.05594e-05
-2.125e-06, -1.60094e-05
-2.10937e-06, -1.16279e-05
-2.09375e-06, -7.41488e-06
-2.07812e-06, -3.53892e-06
-2.0625e-06, -1.6852e-07
-2.04687e-06, 2.69632e-06
-2.03125e-06, 4.38152e-06
-2.01562e-06, 4.88708e-06
-2e-06, 4.04448e-06
-1.98437e-06, 2.02224e-06
-1.96875e-06, -1.01112e-06
-1.95312e-06, -4.71856e-06
-1.9375e-06, -8.426e-06
-1.92187e-06, -1.17964e-05
-1.90625e-06, -1.46612e-05
-1.89062e-06, -1.6852e-05
-1.875e-06, -1.85372e-05
-1.85937e-06, -1.93798e-05
-1.84375e-06, -1.98854e-05
-1.82812e-06, -2.00539e-05
-1.8125e-06, -1.98854e-05
-1.79687e-06, -1.92113e-05
-1.78125e-06, -1.78631e-05
-1.76562e-06, -1.58409e-05
-1.75e-06, -1.2976e-05
-1.73437e-06, -9.43712e-06
-1.71875e-06, -5.0556e-06
-1.70312e-06, -1.6852e-07
-1.6875e-06, 5.22412e-06
-1.67187e-06, 1.06168e-05
-1.65625e-06, 1.61779e-05
-1.64062e-06, 2.12335e-05
-1.625e-06, 2.59521e-05
-1.60937e-06, 2.99966e-05
-1.59375e-06, 3.31985e-05
-1.57812e-06, 3.55577e-05
-1.5625e-06, 3.67374e-05
-1.54687e-06, 3.69059e-05
-1.53125e-06, 3.58948e-05
-1.51562e-06, 3.3704e-05
-1.5e-06, 3.05021e-05
-1.48437e-06, 2.64577e-05
-1.46875e-06, 2.17391e-05
-1.45312e-06, 1.7189e-05
-1.4375e-06, 1.31446e-05
-1.42187e-06, 9.77416e-06
-1.40625e-06, 6.90932e-06
-1.39062e-06, 4.38152e-06
-1.375e-06, 1.51668e-06
-1.35937e-06, -1.85372e-06
-1.34375e-06, -5.72968e-06
-1.32812e-06, -9.2686e-06
-1.3125e-06, -1.16279e-05
-1.29687e-06, -1.16279e-05
-1.28125e-06, -8.59452e-06
-1.26562e-06, -2.5278e-06
-1.25e-06, 5.8982e-06
-1.23437e-06, 1.56724e-05
-1.21875e-06, 2.56151e-05
-1.20312e-06, 3.45466e-05
-1.1875e-06, 4.16245e-05
-1.17187e-06, 4.70171e-05
-1.15625e-06, 5.0556e-05
-1.14062e-06, 5.22412e-05
-1.125e-06, 5.17357e-05
-1.10937e-06, 4.85338e-05
-1.09375e-06, 4.213e-05
-1.07812e-06, 3.21873e-05
-1.0625e-06, 1.90428e-05
-1.04687e-06, 4.04448e-06
-1.03125e-06, -1.07853e-05
-1.01562e-06, -2.35928e-05
-1e-06, -3.25244e-05
-9.84375e-07, -3.67374e-05
-9.6875e-07, -3.62318e-05
-9.53125e-07, -3.21873e-05
-9.375e-07, -2.57836e-05
-9.21875e-07, -1.85372e-05
-9.0625e-07, -1.17964e-05
-8.90625e-07, -6.23524e-06
-8.75e-07, -2.35928e-06
-8.59375e-07, 1.6852e-07
-8.4375e-07, 1.51668e-06
-8.28125e-07, 2.19076e-06
-8.125e-07, 2.35928e-06
-7.96875e-07, 2.35928e-06
-7.8125e-07, 2.02224e-06
-7.65625e-07, 1.01112e-06
-7.5e-07, -5.0556e-07
-7.34375e-07, -2.35928e-06
-7.1875e-07, -4.213e-06
-7.03125e-07, -5.56116e-06
-6.875e-07, -6.23524e-06
-6.71875e-07, -6.7408e-06
-6.5625e-07, -7.5834e-06
-6.40625e-07, -9.60564e-06
-6.25e-07, -1.34816e-05
-6.09375e-07, -1.92113e-05
-5.9375e-07, -2.57836e-05
-5.78125e-07, -3.18503e-05
-5.625e-07, -3.55577e-05
-5.46875e-07, -3.64003e-05
-5.3125e-07, -3.47151e-05
-5.15625e-07, -3.21873e-05
-5e-07, -3.08392e-05
-4.84375e-07, -3.18503e-05
-4.6875e-07, -3.50522e-05
-4.53125e-07, -3.7917e-05
-4.375e-07, -3.70744e-05
-4.21875e-07, -2.93225e-05
-4.0625e-07, -1.41557e-05
-3.90625e-07, 6.40376e-06
-3.75e-07, 2.76373e-05
-3.59375e-07, 4.39837e-05
-3.4375e-07, 5.15671e-05
-3.28125e-07, 4.90393e-05
-3.125e-07, 3.84226e-05
-2.96875e-07, 2.35928e-05
-2.8125e-07, 8.59452e-06
-2.65625e-07, -3.20188e-06
-2.5e-07, -1.12908e-05
-2.34375e-07, -1.61779e-05
-2.1875e-07, -1.93798e-05
-2.03125e-07, -2.20761e-05
-1.875e-07, -2.46039e-05
-1.71875e-07, -2.66262e-05
-1.5625e-07, -2.69632e-05
-1.40625e-07, -2.46039e-05
-1.25e-07, -1.85372e-05
-1.09375e-07, -8.76304e-06
-9.375e-08, 4.213e-06
-7.8125e-08, 1.90428e-05
-6.25e-08, 3.42096e-05
-4.6875e-08, 4.73541e-05
-3.125e-08, 5.66227e-05
-1.5625e-08, 6.06672e-05
2.10064e-19, 5.8982e-05
1.5625e-08, 5.20727e-05
3.125e-08, 4.11189e-05
4.6875e-08, 2.84799e-05
6.25e-08, 1.63464e-05
7.8125e-08, 6.57228e-06
9.375e-08, 1.01112e-06
1.09375e-07, -1.6852e-07
1.25e-07, 2.5278e-06
1.40625e-07, 7.92044e-06
1.5625e-07, 1.41557e-05
1.71875e-07, 1.97168e-05
1.875e-07, 2.35928e-05
2.03125e-07, 2.56151e-05
2.1875e-07, 2.61206e-05
2.34375e-07, 2.57836e-05
2.5e-07, 2.54465e-05
2.65625e-07, 2.5278e-05
2.8125e-07, 2.56151e-05
2.96875e-07, 2.61206e-05
3.125e-07, 2.66262e-05
3.28125e-07, 2.69632e-05
3.4375e-07, 2.69632e-05
3.59375e-07, 2.69632e-05
3.75e-07, 2.69632e-05
3.90625e-07, 2.74688e-05
4.0625e-07, 2.84799e-05
4.21875e-07, 3.01651e-05
4.375e-07, 3.21873e-05
4.53125e-07, 3.35355e-05
4.6875e-07, 3.35355e-05
4.84375e-07, 3.11762e-05
5e-07, 2.59521e-05
5.15625e-07, 1.80316e-05
5.3125e-07, 8.59452e-06
5.46875e-07, -1.17964e-06
5.625e-07, -9.94268e-06
5.78125e-07, -1.7189e-05
5.9375e-07, -2.24132e-05
6.09375e-07, -2.56151e-05
6.25e-07, -2.69632e-05
6.40625e-07, -2.62891e-05
6.5625e-07, -2.35928e-05
6.71875e-07, -1.90428e-05
6.875e-07, -1.33131e-05
7.03125e-07, -7.5834e-06
7.1875e-07, -3.20188e-06
7.34375e-07, -1.34816e-06
7.5e-07, -2.35928e-06
7.65625e-07, -5.39264e-06
7.8125e-07, -9.10008e-06
7.96875e-07, -1.24705e-05
8.125e-07, -1.44927e-05
8.28125e-07, -1.55038e-05
8.4375e-07, -1.61779e-05
8.59375e-07, -1.7189e-05
8.75e-07, -1.85372e-05
8.90625e-07, -1.98854e-05
9.0625e-07, -2.08965e-05
9.21875e-07, -2.12335e-05
9.375e-07, -2.0728e-05
9.53125e-07, -1.97168e-05
9.6875e-07, -1.90428e-05
9.84375e-07, -1.92113e-05
1e-06, -2.08965e-05
1.01563e-06, -2.39298e-05
1.03125e-06, -2.79743e-05
1.04688e-06, -3.23559e-05
1.0625e-06, -3.62318e-05
1.07813e-06, -3.85911e-05
1.09375e-06, -3.89281e-05
1.10938e-06, -3.70744e-05
1.125e-06, -3.30299e-05
1.14063e-06, -2.73003e-05
1.15625e-06, -2.0728e-05
1.17188e-06, -1.36501e-05
1.1875e-06, -6.90932e-06
1.20313e-06, -1.17964e-06
1.21875e-06, 3.03336e-06
1.23438e-06, 5.39264e-06
1.25e-06, 5.72968e-06
1.26563e-06, 4.213e-06
1.28125e-06, 1.34816e-06
1.29688e-06, -1.6852e-06
1.3125e-06, -4.38152e-06
1.32813e-06, -5.8982e-06
1.34375e-06, -5.72968e-06
1.35938e-06, -4.38152e-06
1.375e-06, -1.85372e-06
1.39063e-06, 6.7408e-07
1.40625e-06, 3.03336e-06
1.42188e-06, 4.71856e-06
1.4375e-06, 6.23524e-06
1.45313e-06, 7.92044e-06
1.46875e-06, 1.04482e-05
1.48438e-06, 1.44927e-05
1.5e-06, 1.95483e-05
1.51563e-06, 2.51095e-05
1.53125e-06, 2.99966e-05
1.54688e-06, 3.31985e-05
1.5625e-06, 3.38725e-05
1.57813e-06, 3.26929e-05
1.59375e-06, 3.03336e-05
1.60938e-06, 2.79743e-05
1.625e-06, 2.67947e-05
1.64063e-06, 2.69632e-05
1.65625e-06, 2.76373e-05
1.67188e-06, 2.78058e-05
1.6875e-06, 2.61206e-05
1.70313e-06, 2.17391e-05
1.71875e-06, 1.53353e-05
1.73438e-06, 7.5834e-06
1.75e-06, 0
1.76563e-06, -6.7408e-06
1.78125e-06, -1.16279e-05
1.79688e-06, -1.53353e-05
1.8125e-06, -1.80316e-05
1.82813e-06, -2.02224e-05
1.84375e-06, -2.20761e-05
1.85938e-06, -2.32558e-05
1.875e-06, -2.32558e-05
1.89063e-06, -2.12335e-05
1.90625e-06, -1.7189e-05
1.92188e-06, -1.11223e-05
1.9375e-06, -3.3704e-06
1.95313e-06, 5.39264e-06
1.96875e-06, 1.41557e-05
1.98438e-06, 2.22446e-05
2e-06, 2.89855e-05
2.01563e-06, 3.3704e-05
2.03125e-06, 3.62318e-05
2.04688e-06, 3.64003e-05
2.0625e-06, 3.40411e-05
2.07813e-06, 2.9154e-05
2.09375e-06, 2.19076e-05
2.10938e-06, 1.24705e-05
2.125e-06, 1.51668e-06
2.14063e-06, -1.01112e-05
2.15625e-06, -2.17391e-05
2.17188e-06, -3.23559e-05
2.1875e-06, -4.11189e-05
2.20313e-06, -4.73541e-05
2.21875e-06, -5.07245e-05
2.23438e-06, -5.12301e-05
2.25e-06, -4.92079e-05
2.26563e-06, -4.48263e-05
2.28125e-06, -3.89281e-05
2.29688e-06, -3.20188e-05
2.3125e-06, -2.46039e-05
2.32813e-06, -1.73576e-05
2.34375e-06, -1.09538e-05
2.35938e-06, -5.72968e-06
2.375e-06, -1.85372e-06
2.39063e-06, 1.6852e-07
2.40625e-06, 5.0556e-07
2.42188e-06, -5.0556e-07
2.4375e-06, -2.69632e-06
2.45313e-06, -5.56116e-06
2.46875e-06, -8.76304e-06
2.48438e-06, -1.17964e-05
2.5e-06, -1.46612e-05
2.51562e-06, -1.73576e-05
2.53125e-06, -1.97168e-05
2.54687e-06, -2.20761e-05
2.5625e-06, -2.40984e-05
2.57812e-06, -2.61206e-05
2.59375e-06, -2.81429e-05
2.60937e-06, -2.99966e-05
2.625e-06, -3.20188e-05
2.64062e-06, -3.42096e-05
2.65625e-06, -3.69059e-05
2.67187e-06, -3.99393e-05
2.6875e-06, -4.31411e-05
2.70312e-06, -4.58375e-05
2.71875e-06, -4.75227e-05
2.73437e-06, -4.78597e-05
2.75e-06, -4.6343e-05
2.76562e-06, -4.24671e-05
2.78125e-06, -3.62318e-05
2.79687e-06, -2.78058e-05
2.8125e-06, -1.7189e-05
2.82812e-06, -4.88708e-06
2.84375e-06, 7.92044e-06
2.85937e-06, 2.00539e-05
2.875e-06, 3.05021e-05
2.89062e-06, 3.77485e-05
2.90625e-06, 4.11189e-05
2.92187e-06, 4.02763e-05
2.9375e-06, 3.60633e-05
2.95312e-06, 2.93225e-05
2.96875e-06, 2.15706e-05
2.98437e-06, 1.34816e-05
3e-06, 5.39264e-06
3.01562e-06, -2.5278e-06
3.03125e-06, -1.04482e-05
3.04687e-06, -1.83687e-05
3.0625e-06, -2.51095e-05
3.07812e-06, -2.93225e-05
3.09375e-06, -2.93225e-05
3.10937e-06, -2.37613e-05
3.125e-06, -1.2976e-05
3.14062e-06, 1.85372e-06
3.15625e-06, 1.80316e-05
3.17187e-06, 3.25244e-05
3.1875e-06, 4.31411e-05
3.20312e-06, 4.85338e-05
3.21875e-06, 4.87023e-05
3.23437e-06, 4.49949e-05
3.25e-06, 3.85911e-05
3.26562e-06, 3.10077e-05
3.28125e-06, 2.30872e-05
3.29687e-06, 1.53353e-05
3.3125e-06, 8.25748e-06
3.32812e-06, 2.02224e-06
3.34375e-06, -2.69632e-06
3.35937e-06, -5.8982e-06
3.375e-06, -7.41488e-06
3.39062e-06, -7.41488e-06
3.40625e-06, -6.06672e-06
3.42187e-06, -4.04448e-06
3.4375e-06, -1.6852e-06
3.45312e-06, 5.0556e-07
3.46875e-06, 2.19076e-06
3.48437e-06, 3.03336e-06
3.5e-06, 2.69632e-06
3.51562e-06, 1.17964e-06
3.53125e-06, -1.34816e-06
3.54687e-06, -4.71856e-06
3.5625e-06, -8.25748e-06
3.57812e-06, -1.14594e-05
3.59375e-06, -1.36501e-05
3.60937e-06, -1.39872e-05
3.625e-06, -1.21334e-05
3.64062e-06, -7.75192e-06
3.65625e-06, -1.34816e-06
3.67187e-06, 6.23524e-06
3.6875e-06, 1.38186e-05
3.70312e-06, 2.00539e-05
3.71875e-06, 2.37613e-05
3.73437e-06, 2.44354e-05
3.75e-06, 2.15706e-05
3.76562e-06, 1.56724e-05
3.78125e-06, 7.75192e-06
3.79687e-06, -5.0556e-07
3.8125e-06, -7.92044e-06
3.82812e-06, -1.2976e-05
3.84375e-06, -1.53353e-05
3.85937e-06, -1.56724e-05
3.875e-06, -1.46612e-05
3.89062e-06, -1.38186e-05
3.90625e-06, -1.39872e-05
3.92187e-06, -1.49983e-05
3.9375e-06, -1.6515e-05
3.95312e-06, -1.75261e-05
3.96875e-06, -1.73576e-05
3.98437e-06, -1.56724e-05
4e-06, -1.33131e-05
4.01562e-06, -1.12908e-05
4.03125e-06, -1.02797e-05
4.04687e-06, -1.09538e-05
4.0625e-06, -1.31446e-05
4.07812e-06, -1.60094e-05
4.09375e-06, -1.87057e-05
4.10937e-06, -2.00539e-05
4.125e-06, -1.93798e-05
4.14062e-06, -1.63464e-05
4.15625e-06, -1.09538e-05
4.17187e-06, -4.04448e-06
4.1875e-06, 3.70744e-06
4.20312e-06, 1.12908e-05
4.21875e-06, 1.78631e-05
4.23437e-06, 2.27502e-05
4.25e-06, 2.57836e-05
4.26562e-06, 2.69632e-05
4.28125e-06, 2.66262e-05
4.29687e-06, 2.51095e-05
4.3125e-06, 2.25817e-05
4.32812e-06, 1.92113e-05
4.34375e-06, 1.46612e-05
4.35937e-06, 9.43712e-06
4.375e-06, 3.70744e-06
4.39062e-06, -2.02224e-06
4.40625e-06, -6.7408e-06
4.42187e-06, -9.77416e-06
4.4375e-06, -1.06168e-05
4.45312e-06, -9.10008e-06
4.46875e-06, -5.22412e-06
4.48437e-06, 3.3704e-07
4.5e-06, 6.57228e-06
4.51562e-06, 1.2976e-05
4.53125e-06, 1.87057e-05
4.54687e-06, 2.35928e-05
4.5625e-06, 2.76373e-05
4.57812e-06, 3.11762e-05
4.59375e-06, 3.45466e-05
4.60937e-06, 3.82541e-05
4.625e-06, 4.22985e-05
4.64062e-06, 4.65115e-05
4.65625e-06, 5.03875e-05
4.67187e-06, 5.34209e-05
4.6875e-06, 5.54431e-05
4.70312e-06, 5.61172e-05
4.71875e-06, 5.59487e-05
4.73437e-06, 5.49375e-05
4.75e-06, 5.35894e-05
4.76562e-06, 5.20727e-05
4.78125e-06, 5.0556e-05
4.79687e-06, 4.88708e-05
4.8125e-06, 4.65115e-05
4.82812e-06, 4.33097e-05
4.84375e-06, 3.85911e-05
4.85937e-06, 3.26929e-05
4.875e-06, 2.59521e-05
4.89062e-06, 1.90428e-05
4.90625e-06, 1.2976e-05
4.92187e-06, 8.93156e-06
4.9375e-06, 7.75192e-06
4.95312e-06, 9.94268e-06
4.96875e-06, 1.51668e-05
4.98437e-06, 2.29187e-05
5e-06, 3.18503e-05
5.01562e-06, 4.07819e-05
5.03125e-06, 4.85338e-05
5.04687e-06, 5.4769e-05
5.0625e-06, 5.93191e-05
5.07812e-06, 6.25209e-05
5.09375e-06, 6.45432e-05
5.10937e-06, 6.57228e-05
5.125e-06, 6.52173e-05
5.14062e-06, 6.21839e-05
5.15625e-06, 5.61172e-05
5.17187e-06, 4.65115e-05
5.1875e-06, 3.35355e-05
5.20312e-06, 1.85372e-05
5.21875e-06, 3.20188e-06
5.23437e-06, -1.07853e-05
5.25e-06, -2.19076e-05
5.26562e-06, -2.9491e-05
5.28125e-06, -3.38725e-05
5.29687e-06, -3.58948e-05
5.3125e-06, -3.69059e-05
5.32812e-06, -3.84226e-05
5.34375e-06, -4.06133e-05
5.35937e-06, -4.33097e-05
5.375e-06, -4.6006e-05
5.39062e-06, -4.73541e-05
5.40625e-06, -4.66801e-05
5.42187e-06, -4.34782e-05
5.4375e-06, -3.82541e-05
5.45312e-06, -3.15133e-05
5.46875e-06, -2.42669e-05
5.48437e-06, -1.7189e-05
5.5e-06, -1.06168e-05
5.51562e-06, -4.88708e-06
5.53125e-06, 3.3704e-07
5.54687e-06, 4.55004e-06
5.5625e-06, 7.75192e-06
5.57812e-06, 8.93156e-06
5.59375e-06, 7.5834e-06
5.60937e-06, 3.20188e-06
5.625e-06, -3.87596e-06
5.64062e-06, -1.34816e-05
5.65625e-06, -2.44354e-05
5.67187e-06, -3.58948e-05
5.6875e-06, -4.70171e-05
5.70312e-06, -5.74653e-05
5.71875e-06, -6.72395e-05
5.73437e-06, -7.61711e-05
5.75e-06, -8.44286e-05
5.76562e-06, -9.2012e-05
5.78125e-06, -9.82472e-05
5.79687e-06, -0.00010246
5.8125e-06, -0.000103977
5.82812e-06, -0.000101955
5.84375e-06, -9.6225e-05
5.85937e-06, -8.64508e-05
5.875e-06, -7.31377e-05
5.89062e-06, -5.72968e-05
5.90625e-06, -3.97707e-05
5.92187e-06, -2.19076e-05
5.9375e-06, -4.71856e-06
5.95312e-06, 1.06168e-05
5.96875e-06, 2.30872e-05
5.98437e-06, 3.23559e-05
6e-06, 3.84226e-05
6.01562e-06, 4.11189e-05
6.03125e-06, 4.12874e-05
6.04687e-06, 3.90967e-05
6.0625e-06, 3.50522e-05
6.07812e-06, 2.86484e-05
6.09375e-06, 2.00539e-05
6.10937e-06, 8.59452e-06
6.125e-06, -5.8982e-06
6.14062e-06, -2.32558e-05
6.15625e-06, -4.28041e-05
6.17187e-06, -6.3195e-05
6.1875e-06, -8.24063e-05
6.20312e-06, -9.84157e-05
6.21875e-06, -0.00010937
6.23437e-06, -0.000114257
6.25e-06, -0.000113245
6.26562e-06, -0.000106842
6.28125e-06, -9.63935e-05
6.29687e-06, -8.29119e-05
6.3125e-06, -6.7071e-05
6.32812e-06, -4.87023e-05
6.34375e-06, -2.74688e-05
6.35937e-06, -3.70744e-06
6.375e-06, 2.19076e-05
6.39062e-06, 4.75227e-05
6.40625e-06, 7.07784e-05
6.42187e-06, 8.88101e-05
6.4375e-06, 9.92583e-05
6.45312e-06, 0.000101112
6.46875e-06, 9.35286e-05
6.48437e-06, 7.81933e-05
6.5e-06, 5.69598e-05
6.51562e-06, 3.30299e-05
6.53125e-06, 9.77416e-06
6.54687e-06, -1.04482e-05
6.5625e-06, -2.57836e-05
6.57812e-06, -3.60633e-05
6.59375e-06, -4.16245e-05
6.60937e-06, -4.38152e-05
6.625e-06, -4.38152e-05
6.64062e-06, -4.28041e-05
6.65625e-06, -4.09504e-05
6.67187e-06, -3.84226e-05
6.6875e-06, -3.48837e-05
6.70312e-06, -3.03336e-05
6.71875e-06, -2.47724e-05
6.73437e-06, -1.82002e-05
6.75e-06, -1.09538e-05
6.76562e-06, -3.03336e-06
6.78125e-06, 5.8982e-06
6.79687e-06, 1.58409e-05
6.8125e-06, 2.69632e-05
6.82812e-06, 3.96022e-05
6.84375e-06, 5.32523e-05
6.85937e-06, 6.7071e-05
6.875e-06, 8.03841e-05
6.89062e-06, 9.16749e-05
6.90625e-06, 9.99324e-05
6.92187e-06, 0.000103471
6.9375e-06, 0.000101449
6.95312e-06, 9.28546e-05
6.96875e-06, 7.76878e-05
6.98437e-06, 5.67913e-05
7e-06, 3.16818e-05
7.01562e-06, 4.55004e-06
7.03125e-06, -2.22446e-05
7.04687e-06, -4.6343e-05
7.0625e-06, -6.62284e-05
7.07812e-06, -8.08896e-05
7.09375e-06, -8.94842e-05
7.10937e-06, -9.16749e-05
7.125e-06, -8.76304e-05
7.14062e-06, -7.78563e-05
7.15625e-06, -6.30265e-05
7.17187e-06, -4.44893e-05
7.1875e-06, -2.37613e-05
7.20312e-06, -2.5278e-06
7.21875e-06, 1.82002e-05
7.23437e-06, 3.70744e-05
7.25e-06, 5.30838e-05
7.26562e-06, 6.55543e-05
7.28125e-06, 7.43173e-05
7.29687e-06, 7.90359e-05
7.3125e-06, 7.98785e-05
7.32812e-06, 7.73507e-05
7.34375e-06, 7.21266e-05
7.35937e-06, 6.45432e-05
7.375e-06, 5.49375e-05
7.39062e-06, 4.34782e-05
7.40625e-06, 3.01651e-05
7.42187e-06, 1.49983e-05
7.4375e-06, -1.34816e-06
7.45312e-06, -1.85372e-05
7.46875e-06, -3.52207e-05
7.48437e-06, -5.0556e-05
7.5e-06, -6.35321e-05
7.51562e-06, -7.29692e-05
7.53125e-06, -7.78563e-05
7.54687e-06, -7.75192e-05
7.5625e-06, -7.14525e-05
7.57812e-06, -5.94876e-05
7.59375e-06, -4.213e-05
7.60937e-06, -2.03909e-05
7.625e-06, 4.213e-06
7.64062e-06, 3.01651e-05
7.65625e-06, 5.56116e-05
7.67187e-06, 7.86989e-05
7.6875e-06, 9.77416e-05
7.70312e-06, 0.000111392
7.71875e-06, 0.000119144
7.73437e-06, 0.000120492
7.75e-06, 0.000115605
7.76562e-06, 0.000105325
7.78125e-06, 9.10008e-05
7.79687e-06, 7.39803e-05
7.8125e-06, 5.56116e-05
7.82812e-06, 3.74115e-05
7.84375e-06, 2.05594e-05
7.85937e-06, 6.23524e-06
7.875e-06, -5.39264e-06
7.89062e-06, -1.36501e-05
7.90625e-06, -1.90428e-05
7.92187e-06, -2.19076e-05
7.9375e-06, -2.29187e-05
7.95312e-06, -2.29187e-05
7.96875e-06, -2.25817e-05
7.98437e-06, -2.24132e-05
8e-06, -2.24132e-05
8.01562e-06, -2.19076e-05
8.03125e-06, -1.98854e-05
8.04687e-06, -1.55038e-05
8.0625e-06, -7.92044e-06
8.07812e-06, 2.86484e-06
8.09375e-06, 1.66835e-05
8.10937e-06, 3.23559e-05
8.125e-06, 4.92079e-05
8.14062e-06, 6.55543e-05
8.15625e-06, 8.07211e-05
8.17187e-06, 9.31916e-05
8.1875e-06, 0.000101955
8.20312e-06, 0.000106168
8.21875e-06, 0.000104482
8.23437e-06, 9.60564e-05
8.25e-06, 8.08896e-05
8.26562e-06, 5.8982e-05
8.28125e-06, 3.16818e-05
8.29687e-06, 1.17964e-06
8.3125e-06, -2.99966e-05
8.32812e-06, -5.84765e-05
8.34375e-06, -8.17322e-05
8.35937e-06, -9.72361e-05
8.375e-06, -0.000104314
8.39062e-06, -0.000102629
8.40625e-06, -9.33601e-05
8.42187e-06, -7.85304e-05
8.4375e-06, -5.99931e-05
8.45312e-06, -3.94337e-05
8.46875e-06, -1.83687e-05
8.48437e-06, 1.85372e-06
8.5e-06, 1.95483e-05
8.51562e-06, 3.3704e-05
8.53125e-06, 4.31411e-05
8.54687e-06, 4.70171e-05
8.5625e-06, 4.55004e-05
8.57812e-06, 3.92652e-05
8.59375e-06, 2.96595e-05
8.60937e-06, 1.78631e-05
8.625e-06, 4.88708e-06
8.64062e-06, -8.08896e-06
8.65625e-06, -2.05594e-05
8.67187e-06, -3.16818e-05
8.6875e-06, -4.06133e-05
8.70312e-06, -4.66801e-05
8.71875e-06, -4.92079e-05
8.73437e-06, -4.87023e-05
8.75e-06, -4.55004e-05
8.76562e-06, -4.16245e-05
8.78125e-06, -3.84226e-05
8.79687e-06, -3.77485e-05
8.8125e-06, -4.04448e-05
8.82812e-06, -4.6343e-05
8.84375e-06, -5.42635e-05
8.85937e-06, -6.26895e-05
