"Record Length",1000000,"Points",-5.02980000e-005,1.40618148e-004
"Sample Interval",1.00000000e-010,s,-5.02979000e-005,-6.85453416e-009
"Trigger Point",502980,"Samples",-5.02978000e-005,-2.96881859e-004
"Trigger Time",7.65619575e-011,s,-5.02977000e-005,-6.85453416e-009
"",,,-5.02976000e-005,7.18743156e-004
"Horizontal Offset",-5.02980000e-005,s,-5.02975000e-005,-6.85453416e-009
,,,-5.02974000e-005,-2.54688189e-003
,,,-5.02973000e-005,-4.00000691e-003
,,,-5.02972000e-005,-2.23438189e-003
,,,-5.02971000e-005,-6.85453416e-009
